CASE NUMBER,SR LOCATION,COUNTY,DISTRICT,NEIGHBORHOOD,TAX ID,TRASH QUAD,RECYCLE QUAD,TRASH DAY,HEAVY TRASH DAY,RECYCLE DAY,KEY MAP,MANAGEMENT DISTRICT,DEPARTMENT,DIVISION,SR TYPE,QUEUE,SLA,STATUS,SR CREATE DATE,DUE DATE,DATE CLOSED,OVERDUE,Title,x,y,LATITUDE,LONGITUDE,Channel Type
12423207-101003884078,"3540 CLINE, HOUSTON 77020",Harris,B,GREATER FIFTH WARD,1255600010046,NE,NW,FRIDAY,,FRIDAY-B,494K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-02-28 15:57:57,2020-03-03 15:57:57,2020-03-02 09:54:20,-1.25,Flooding,,,29.76615776,-95.3339558,WEB
12423284-101003884919,Intersection 0 ALLEN ST&1300 MOY ST,Harris County,C,WASHINGTON AVENUE COALITION / MEMORIAL P,,NW,NW,,1st Wednesday,MONDAY-A,492G,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-03-01 09:07:56,2020-03-05 09:07:56,2020-03-01 09:34:20,-3.98,Flooding,,,29.77375218,-95.41433713,WEB
12423315-101003885261,"5219 SCHULER, HOUSTON 77007",Harris,C,WASHINGTON AVENUE COALITION / MEMORIAL P,0391510000005,NW,NW,MONDAY,1st Wednesday,MONDAY-A,492G,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-03-01 23:51:44,2020-03-05 23:51:44,2020-03-02 09:59:19,-3.58,Flooding - 391206,-95.41441000000,29.77238000000,29.77236114,-95.41423716,WAP
12423480-101003886973,"3200 E CROSSTIMBERS, HOUSTON 77093",Harris,H,EASTEX - JENSEN AREA,1378440010001,NE,NE,MONDAY,2nd Friday,MONDAY-B,454J,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-03-03 01:03:34,2020-03-07 01:03:34,2020-03-03 09:49:20,-3.63,Flooding - 391562,-95.33767000000,29.82914000000,29.82900665,-95.3373699,WAP
12423520-101003887568,"242 W 19TH, HOUSTON 77008",Harris,C,GREATER HEIGHTS,0200980000019,NW,NE,THURSDAY,3rd Wednesday,THURSDAY-B,452V,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-03-03 10:48:34,2020-03-07 10:48:34,2020-03-05 16:24:20,-1.77,Flooding,,,29.8026396,-95.40085966,WEB
12423839-101003891847,"3204 WASHINGTON, HOUSTON 77007",Harris,C,WASHINGTON AVENUE COALITION / MEMORIAL P,0071350000010,NW,NW,MONDAY,1st Wednesday,MONDAY-A,493E,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-03-05 21:15:58,2020-03-09 21:15:58,2020-03-05 21:44:19,-3.98,Flooding - 391944,-95.39234000000,29.76902000000,29.76926128,-95.39238547,WAP
12423977-101003893731,"12707 BEECHNUT, HOUSTON 77072",Harris,F,ALIEF,1158800000012,,,,,,528R,International MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-03-07 23:05:46,2020-03-11 23:05:46,2020-03-07 23:59:20,-3.96,Flooding - 392278,-95.60434000000,29.68902000000,29.68864481,-95.60456023,WAP
12424528-101003921213,"1700 CROSS POINT, HOUSTON 77054",Harris,K,SOUTH MAIN,1090400000003,,,,,,532Y,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-03-14 08:30:56,2020-03-18 08:30:56,2020-03-14 08:59:19,-3.98,Flooding - 393428,-95.40876000000,29.67046000000,29.67017042,-95.40896118,WAP
393746-101003924968,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-03-18 00:08:32,2020-03-22 00:08:32,2020-03-18 11:41:14,-3.52,Flooding - 393746,-95.39882000000,29.77569000000,Unknown,Unknown,WAP
12424765-101003925295,"1116 PEVETO, HOUSTON 77019",Harris,C,NEARTOWN - MONTROSE,0591730000021,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493N,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-03-18 10:00:57,2020-03-22 10:00:57,2020-03-18 10:29:19,-3.98,Flooding - 393960,-95.39718000000,29.75622000000,29.75620867,-95.39729769,WAP
12424908-101003927997,Intersection 100 W CAVALCADE ST&0 NORTH FWY,Harris County,H,GREATER HEIGHTS,,,,,,,453U,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-03-20 11:38:21,2020-03-24 11:38:20,2020-03-20 14:44:19,-3.87,Flooding-101003927997,3118600.26298000000,13857694.67487000000,29.8039398,-95.37297817,Voice In
12425047-101003930083,"4702 ARCRIDGE, HOUSTON 77053",FORT BEND,K,FORT BEND HOUSTON,6250020200100907,SW,SW,,4th Friday,FRIDAY-A,611D,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-03-23 12:30:58,2020-03-27 12:30:58,2020-03-25 12:24:19,-2.00,Flooding - 394487,-95.44880000000,29.59055000000,29.59068502,-95.44896134,WAP
12425081-101003930725,"1901 BRUN, HOUSTON 77019",Harris,C,NEARTOWN - MONTROSE,1161850010004,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492R,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-03-24 00:06:00,2020-03-28 00:06:00,2020-03-24 00:59:19,-3.96,Flooding - 394568,-95.40879000000,29.74895000000,29.74896311,-95.40859995,WAP
12425277-101003934319,"9821 TIMBERSIDE, HOUSTON 77025",Harris,K,WILLOW MEADOWS / WILLOWBEND AREA,1267970010001,,,,,,532T,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-03-27 00:07:45,2020-03-31 00:07:44,2020-03-27 14:44:19,-3.39,Flooding - 394938,-95.43237000000,29.67601000000,29.67595031,-95.43214987,WAP
12425351-101003935543,"1311 WOODHEAD, HOUSTON 77019",HARRIS,C,NEARTOWN - MONTROSE,0520700100027,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492R,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-03-28 00:06:12,2020-04-01 00:06:12,2020-03-28 01:49:19,-3.93,Flooding - 395045,-95.40465000000,29.75487000000,29.75488462,-95.40460459,WAP
12425669-101003952517,Intersection 800 GRAND OAKS DR&12852 ORLEANS ST,Harris County,E,NORTHSHORE,,NE,NE,,1st Monday,THURSDAY-A,496D,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-04-03 13:39:59,2020-04-07 13:39:59,2020-04-03 14:29:19,-3.97,Flooding-101003952517,3173697.83225000000,13851567.22190000000,29.78228761,-95.1999665,Voice In
12425684-101003953087,Intersection 1000 HOLCOMBE BLVD&2100 W HOLCOMBE BLVD&6800 MAIN ST,Harris County,C,MEDICAL CENTER AREA,,,,,3rd Monday,,532H,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-04-04 03:21:41,2020-04-08 03:21:40,2020-04-06 07:44:18,-1.82,Flooding-101003953087,3109520.07149000000,13821872.18451000000,29.70624538,-95.40506738,Voice In
12425706-101003953408,Intersection 1000 HOLCOMBE BLVD&2100 W HOLCOMBE BLVD&6800 MAIN ST,Harris County,C,MEDICAL CENTER AREA,,,,,3rd Monday,,532H,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-04-04 15:19:46,2020-04-08 15:19:46,2020-04-06 05:24:19,-2.41,Flooding-101003953408,3109520.07149000000,13821872.18451000000,29.70624538,-95.40506738,Voice In
12425715-101003953506,Intersection 100 W CAVALCADE ST&0 NORTH FWY,Harris County,H,GREATER HEIGHTS,,,,,,,453U,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-04-04 18:30:56,2020-04-08 18:30:56,2020-04-06 08:34:19,-2.41,Flooding-101003953506,3118600.26298000000,13857694.67487000000,29.8039398,-95.37297817,Voice In
12425764-101003953999,Intersection 1000 HOLCOMBE BLVD&2100 W HOLCOMBE BLVD&6800 MAIN ST,Harris County,C,MEDICAL CENTER AREA,,,,,3rd Monday,,532H,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-04-05 21:45:29,2020-04-09 21:45:29,2020-04-06 07:44:18,-3.58,Flooding,,,29.70624538,-95.40506738,WEB
12425783-101003954173,"200 HOLMES, HOUSTON 77045",Harris,K,CENTRAL SOUTHWEST,0420140000073,,,,,,572A,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-04-06 08:01:08,2020-04-10 08:01:08,2020-04-06 11:44:18,-3.85,Flooding-101003954173,3099453.54766000000,13802409.26773000000,29.65359298,-95.43863032,Voice In
12426125-101003969211,Intersection 608 E BURRESS ST&5200 NORTH FWY,Harris County,H,NORTHSIDE/NORTHLINE,,,,,,,453E,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-04-09 18:27:41,2020-04-13 18:27:41,2020-04-10 11:04:19,-3.31,Flooding,,,29.84148436,-95.38972121,Unknown
12426126-101003969214,Intersection 12000 KUYKENDAHL RD&0 NORTH FWY,Harris County,,GREATER GREENSPOINT,,,,,,,372L,Greater Greenspoint MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-04-09 18:36:30,2020-04-13 18:36:30,2020-04-10 11:09:19,-3.31,Flooding,,,29.95833585,-95.41900644,Unknown
12426128-101003969224,Intersection 600 W PARKER RD&6500 STUEBNER AIRLINE RD,Harris County,H,NORTHSIDE/NORTHLINE,,NW,NE,,3rd Friday,TUESDAY-B,412Z,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-04-09 18:53:37,2020-04-13 18:53:37,2020-04-10 11:14:18,-3.32,Flooding,,,29.85876258,-95.40949488,Unknown
12426130-101003969228,Intersection 15030 EASTEX FWY&6200 N SAM HOUSTON PKWY E,Harris County,B,IAH / AIRPORT AREA,,,,,,,375S,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-04-09 18:59:29,2020-04-13 18:59:29,2020-04-10 14:04:18,-3.20,Flooding,,,29.93975076,-95.29525753,Unknown
12426132-101003969237,"10830 CHEEVES, HOUSTON 77016",Harris,B,EAST LITTLE YORK / HOMESTEAD,1043540000008,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,415S,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-04-09 19:08:24,2020-04-13 19:08:23,2020-04-13 08:14:19,-0.45,Flooding-101003969237,3143286.46623000000,13883473.88053000000,29.872668,-95.29260157,Voice In
12426221-101003970170,"5322 WASHINGTON, HOUSTON 77007",HARRIS,C,WASHINGTON AVENUE COALITION / MEMORIAL P,0330010000002,NW,NW,MONDAY,1st Wednesday,MONDAY-A,492G,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-04-10 14:16:10,2020-04-14 14:16:10,2020-04-10 15:04:19,-3.97,Flooding - 396671,-95.41577000000,29.77082000000,29.77076121,-95.41583136,WAP
12426283-101003971064,"5302 CORNISH, HOUSTON 77007",Harris,C,WASHINGTON AVENUE COALITION / MEMORIAL P,0101920000597,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,492G,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-04-11 17:01:13,2020-04-15 17:01:13,2020-04-11 20:14:19,-3.87,Flooding - 396802,-95.41603000000,29.77865000000,29.77863438,-95.41604246,WAP
12426297-101003971175,"618 STUDEWOOD, HOUSTON 77007",HARRIS,H,GREATER HEIGHTS,0620750000009,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-A,493A,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-04-12 00:05:44,2020-04-16 00:05:44,2020-04-12 00:44:19,-3.97,Flooding - 396762,-95.38751000000,29.78215000000,29.78214971,-95.38751614,WAP
12426340-101003971613,"1305 TAFT, HOUSTON 77019",,C,FOURTH WARD,,,,,,,493N,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-04-13 00:06:56,2020-04-17 00:06:56,2020-04-13 00:49:19,-3.97,Flooding - 396912,-95.38533000000,29.75537000000,29.75544412,-95.38561713,WAP
12426359-101003971857,"1306 B CASTLE, HOUSTON 77006",Harris,C,NEARTOWN - MONTROSE,1355250010005,NW,NW,MONDAY,1st Wednesday,MONDAY-A,493W,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-04-13 09:39:42,2020-04-17 09:39:42,2020-04-14 14:34:19,-2.80,Flooding,,,29.7327825,-95.3951112,WEB
12426425-101003972879,"5306 CENTER, HOUSTON 77007",Harris,C,WASHINGTON AVENUE COALITION / MEMORIAL P,1398100010001,NW,NW,MONDAY,1st Wednesday,MONDAY-A,492G,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-04-14 00:06:51,2020-04-18 00:06:51,2020-04-14 01:29:22,-3.94,Flooding - 396995,-95.41584000000,29.77125000000,29.77129381,-95.41576962,WAP
12426550-101003975532,"5317 CENTER, HOUSTON 77007",HARRIS,C,WASHINGTON AVENUE COALITION / MEMORIAL P,0391470000012,NW,NW,MONDAY,1st Wednesday,MONDAY-A,492G,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-04-16 08:16:42,2020-04-20 08:16:42,2020-04-16 08:44:19,-3.98,Flooding - 397291,-95.41575000000,29.77104000000,29.77106954,-95.41564079,WAP
12426699-101003978199,"1949 INDIANA, HOUSTON 77019",Harris,C,NEARTOWN - MONTROSE,0520490160017,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492R,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-04-18 00:07:12,2020-04-22 00:07:12,2020-04-18 01:34:18,-3.94,Flooding - 397506,-95.40542000000,29.74697000000,29.7468233,-95.40533756,WAP
12426754-101003978977,Intersection 3000 BEAR CREEK DR&15400 PATTERSON RD,Harris County,A,ADDICKS PARK TEN,,,,,,,448N,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-04-19 15:48:07,2020-04-23 15:48:07,2020-04-20 09:39:19,-3.26,Flooding,,,29.81330084,-95.63929631,Unknown
12426801-101003979723,"7015 OAK BOUGH, HOUSTON 77088",Harris,A,GREATER INWOOD,1031070000024,NW,NW,TUESDAY,4th Monday,TUESDAY-B,411T,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-04-20 12:33:24,2020-04-24 12:33:24,2020-04-21 11:04:18,-3.06,Flooding,,,29.87141348,-95.48444413,WEB
12426957-101003982439,"5390 GREENS, HOUSTON TX 77032",Harris,B,IAH / AIRPORT AREA,1140270050001,,,,,,374Q,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-04-22 10:01:24,2020-04-26 10:01:24,2020-04-22 10:34:18,-3.98,Flooding - 398089,-95.31578000000,29.95189000000,29.95141117,-95.31553481,WAP
12427362-101004009160,Intersection 8160 LIBERTY RD&0 N LOOP E,Harris County,B,SETTEGAST,,,,,,,455T,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-04-28 14:19:57,2020-05-02 14:19:57,2020-04-29 08:04:19,-3.26,Flooding-101004009160,3148026.33930000000,13858352.77362000000,29.80320736,-95.28017423,Voice In
12427457-101004010041,"3319 LONGFIELD, HOUSTON TX 77063",Harris,F,MID WEST,0893020000027,,,,,,490Z,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-04-29 09:11:44,2020-05-03 09:11:43,2020-04-29 13:09:18,-3.84,Flooding-101004010041,3077538.49569000000,13829264.61067000000,29.72923099,-95.50507287,Voice In
12427488-101004010309,Intersection 1000 HOLCOMBE BLVD&2100 W HOLCOMBE BLVD&6800 MAIN ST,Harris County,C,MEDICAL CENTER AREA,,,,,3rd Monday,,532H,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-04-29 11:12:35,2020-05-03 11:12:34,2020-04-29 14:09:18,-3.88,Flooding-101004010309,3109520.07149000000,13821872.18451000000,29.70624538,-95.40506738,Voice In
12427514-101004010536,Intersection 6500 NORTH FWY&100 W PARKER RD,Harris County,H,NORTHSIDE/NORTHLINE,,,,,,,412Z,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-04-29 12:56:01,2020-05-03 12:56:01,2020-04-29 13:14:19,-3.99,Flooding-101004010536,3108737.29813000000,13877622.05365000000,29.85955059,-95.40213017,Voice In
12427917-101004017273,Intersection 3700 DENVER ST&1400 MILLER ST,Harris County,I,GREATER EASTWOOD,,SE,SE,,1st Friday,MONDAY-A,494S,East Downtown MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-05-05 09:10:41,2020-05-09 09:10:40,2020-05-11 13:14:18,2.17,Flooding,,,29.74032585,-95.3436736,WEB
12427977-101004018468,"510 GULFGATE CENTER, HOUSTON TX 77012",Harris,I,GULFGATE RIVERVIEW / PINE VALLEY,1227470010001,,,,,,535J,East End MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-05-05 18:46:48,2020-05-09 18:46:48,2020-05-06 08:14:19,-3.44,Flooding-101004018468,3144917.78613000000,13820125.75952000000,29.69840687,-95.29379011,Voice In
12427991-101004018604,Intersection 6800 FANNIN ST&1102 HOLCOMBE BLVD,Harris County,D,MEDICAL CENTER AREA,,,,,,,532H,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-05-05 23:25:24,2020-05-09 23:25:20,2020-05-06 02:49:19,-3.86,Flooding-101004018604,3110171.39073000000,13821886.65692000000,29.7062301,-95.40301521,Voice In
12428052-101004019191,Intersection 3900 S LOOP FWY E&7600 SCOTT ST,Harris County,D,SUNNYSIDE,,,,,,,533U,HCID #10-A,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-05-06 11:08:26,2020-05-10 11:08:26,2020-05-06 12:34:18,-3.94,Flooding-101004019191,3121939.14672000000,13812880.82421000000,29.6804752,-95.36684426,Voice In
12428122-101004020051,"10203 BRIAR ROSE, HOUSTON TX 77042",HARRIS,G,BRIAR FOREST,1034870001140,,,,,,489R,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-05-07 00:08:10,2020-05-11 00:08:10,2020-05-07 00:59:19,-3.96,Flooding - 400124,-95.55348000000,29.74648000000,29.74624709,-95.55356151,WAP
12428180-101004020986,"7221 GREENVILLE, HOUSTON TX 77020",Harris,H,DENVER HARBOR / PORT HOUSTON,0181190000029,NE,NE,FRIDAY,1st Tuesday,FRIDAY-B,495E,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-05-07 13:59:57,2020-05-11 13:59:57,2020-05-18 08:14:19,6.76,Flooding-101004020986,3143050.52510000000,13848855.37464000000,29.77753699,-95.29680383,Voice In
12428206-101004021432,"9318 KLONDIKE, HOUSTON TX 77075",Harris,I,GREATER HOBBY AREA,0630320150008,SE,SW,THURSDAY,2nd Monday,THURSDAY-B,575M,HCID #9,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-05-07 17:32:27,2020-05-11 17:32:27,2020-05-07 21:39:18,-3.83,Flooding-101004021432,3159415.27223000000,13797733.03430000000,29.63558582,-95.2504091,Voice In
12428251-101004022106,"4910 RIDGE CREEK, HOUSTON TX 77053",Fort Bend,K,FORT BEND HOUSTON,6250010072400907,SW,SW,FRIDAY,4th Friday,FRIDAY-A,611C,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-05-08 10:33:15,2020-05-12 10:33:15,2020-05-08 11:14:18,-3.97,Flooding-101004022106,3093829.75773000000,13779305.64333000000,29.59055444,-95.45853118,Voice In
12428296-101004023178,Intersection 3500 WESLAYAN ST&4000 WHITMAN ST,Harris County,G,GREENWAY / UPPER KIRBY AREA,,NW,SW,,4th Wednesday,MONDAY-A,492W,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-05-08 19:36:32,2020-05-12 19:36:31,2020-05-08 21:49:18,-3.91,Flooding,,,29.73447028,-95.44152061,Unknown
12428457-101004025664,"5018 JASON, HOUSTON TX 77096",HARRIS,C,MEYERLAND AREA,0824150000012,SW,SE,TUESDAY,2nd Wednesday,TUESDAY-B,531Q,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-05-11 18:29:54,2020-05-15 18:29:54,2020-05-12 10:04:18,-3.35,Flooding,,,29.68396584,-95.4665431,WEB
12428521-101004026768,"1150 ELDRIDGE, HOUSTON TX 77077",HARRIS,G,ELDRIDGE / WEST OAKS,1242300010002,,,,,,488F,HCID #4 (Energy Corridor),PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-05-12 13:31:13,2020-05-16 13:31:13,2020-05-12 13:59:18,-3.98,Flooding - 401009,-95.62410000000,29.76729000000,29.76715193,-95.62484078,WAP
12428635-101004028524,"1915 STANFORD, HOUSTON TX 77006",Harris,C,NEARTOWN - MONTROSE,1373240010001,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493N,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-05-13 15:11:03,2020-05-17 15:11:03,2020-05-14 13:04:19,-3.09,Flooding,,,29.75099704,-95.38873427,WEB
12428796-101004030739,"1601 WALNUT, HOUSTON TX 77339",Harris,E,KINGWOOD AREA,0952820000004,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336F,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-05-15 08:16:12,2020-05-19 08:16:11,2020-05-15 08:44:18,-3.98,Flooding - 401375,-95.23172000000,30.03659000000,30.03665221,-95.23160703,WAP
12428828-101004031622,"12231 MOSSYCUP, HOUSTON TX 77024",HARRIS,G,MEMORIAL,0845920000008,,,,,,490E,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-05-15 15:13:06,2020-05-19 15:13:05,2020-05-19 13:54:18,-0.05,Flooding-101004031622,3064736.98783000000,13843228.19987000000,29.76866014,-95.54409089,Voice In
12428831-101004031653,"14329 STILL MEADOW, HOUSTON TX 77079",HARRIS,G,MEMORIAL,1046440000008,,,,,,488D,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-05-15 15:28:35,2020-05-19 15:28:35,2020-05-18 10:54:18,-1.19,Flooding-101004031653,3047332.72277000000,13847679.17259000000,29.78229801,-95.59851901,Voice In
12428877-101004031935,Intersection 1000 HOLCOMBE BLVD&2100 W HOLCOMBE BLVD&6800 MAIN ST,Harris County,C,MEDICAL CENTER AREA,,,,,3rd Monday,,532H,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-05-15 19:50:37,2020-05-19 19:50:37,2020-05-18 07:34:19,-1.51,Flooding-101004031935,3109520.07149000000,13821872.18451000000,29.70624538,-95.40506738,Voice In
12428884-101004032006,"1647 WOODVINE, HOUSTON TX 77055",Harris,A,SPRING BRANCH EAST,0821880000003,NW,NE,FRIDAY,4th Wednesday,FRIDAY-A,451T,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-05-15 22:31:11,2020-05-19 22:31:11,2020-05-19 14:04:19,-0.35,Flooding,,,29.80033015,-95.47918528,WEB
12428930-101004032335,Intersection 1350 COUNTRY PLACE DR&14400 STILL MEADOW DR,Harris County,G,MEMORIAL,,,,,,,488D,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-05-16 09:45:44,2020-05-20 09:45:44,2020-05-18 10:44:18,-1.96,Flooding-101004032335,3047109.93352000000,13847770.92832000000,29.78256804,-95.59921264,Voice In
12429222-101004035867,Intersection 5650 HOLLISTER ST&0 NORTHWEST FWY,Harris County,A,FAIRBANKS / NORTHWEST CROSSING,,,,,,,450D,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-05-19 11:05:12,2020-05-23 11:05:12,2020-05-19 11:24:19,-3.99,Flooding,,,29.84857368,-95.50564568,Unknown
